tramite_tipo,tramite_fecha,fecha_inscripcion_inicial,registro_seccional_codigo,registro_seccional_descripcion,registro_seccional_provincia,automotor_origen,automotor_anio_modelo,automotor_tipo_codigo,automotor_tipo_descripcion,automotor_marca_codigo,automotor_marca_descripcion,automotor_modelo_codigo,automotor_modelo_descripcion,automotor_uso_codigo,automotor_uso_descripcion,titular_tipo_persona,titular_domicilio_localidad,titular_domicilio_provincia,titular_genero,titular_anio_nacimiento,titular_pais_nacimiento,titular_porcentaje_titularidad,titular_domicilio_provincia_id,titular_pais_nacimiento_id
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-01,2018-12-10,1291,CAMPANA Nº 3,Buenos Aires,Protocolo 21,2018,05,SEDAN 5 PUERTAS,130,TOYOTA,912,ETIOS XLS 1.5 6M/T,1,Privado,Física,LOMAS DEL RÍO LUJÁN,BUENOS AIRES,Masculino,1983,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2016-09-06,1291,CAMPANA Nº 3,Buenos Aires,Importado,2016,82,PICK-UP CABINA DOBLE,M20,RAM,001,RAM 1500 5.7 V8 LARAMIE 4X4,1,Privado,Física,CAMPANA,BUENOS AIRES,Masculino,1955,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2003-03-14,1293,PILAR Nº 4,Buenos Aires,Nacional,2003,12,SEDAN 4 PTAS,34,PEUGEOT,CD,PARTNER PATAGONICA 1.6,1,Privado,Física,MANUEL ALBERTI,BUENOS AIRES,Masculino,1950,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-01,2021-02-23,1293,PILAR Nº 4,Buenos Aires,Nacional,2021,20,PICK-UP,19,FORD,ZU,RANGER DC 4X2 XLT 2.5L N,1,Privado,Física,LA LONJA,BUENOS AIRES,Masculino,1985,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-01,2021-05-04,1295,EZEIZA Nº 2,Buenos Aires,Protocolo 21,2021,04,RURAL 5 PUERTAS,151,JEEP,102,RENEGADE LONGITUDE 1.8L AT6 AUTOMATICO,1,Privado,Física,LA UNION,BUENOS AIRES,No identificado,1984,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2011-06-15,1301,TIGRE Nº 6,Buenos Aires,Nacional,2011,12,SEDAN 4 PTAS,08,CHEVROLET,DD,CLASSIC 4 PTAS LT 1.4N,1,Privado,Física,RINCON DE MILBERG,BUENOS AIRES,Masculino,1985,ARGENTINA,50,06,200
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-01,2020-01-30,1302,NECOCHEA Nº 3,Buenos Aires,Nacional,2020,31,SEMIRREMOLQUE,69,BONANO,BV,SEMIRREMOLQUE VOLCADOR TRASERO 2 EJES + 1 EJE DIR,1,Privado,Jurídica,NECOCHEA,BUENOS AIRES,No aplica,2015,No aplica,100,06,
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2006-01-05,12003,LA RIOJA Nº 1,La Rioja,Protocolo 21,2006,90,CAMION C/CABINA DORMITORIO,092,MERCEDES BENZ,265,L-1620/2006,1,Privado,Física,CAPITAL,LA RIOJA,Masculino,1986,ARGENTINA,100,46,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,1979-02-20,13001,MENDOZA Nº 01,Mendoza,Nacional,,12,SIN ESPECIFICACION,18,SIN ESPECIFICACION,04,SIN ESPECIFICACION,9,No declarado,Física,GODOY CRUZ MENDOZA,MENDOZA,No identificado,1955,No identificado,100,50,
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2020-02-28,13001,MENDOZA Nº 01,Mendoza,Nacional,2020,20,PICK-UP,53,VOLKSWAGEN,7Y,AMAROK DC 2.0L TDI 180CV COMFORTLINE 4X2 MAN EU5,1,Privado,Física,CIUDAD,MENDOZA,Masculino,1982,BOLIVIA,100,50,202
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2010-02-24,13003,GENERAL SAN MARTIN Nº 1,Mendoza,Nacional,2010,17,SEDAN 5 PTAS,53,VOLKSWAGEN,LX,SURAN 90B,1,Privado,Física,SAN MARTÍN,MENDOZA,Femenino,1976,ARGENTINA,100,50,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2021-08-20,13005,TUNUYAN,Mendoza,Importado,2021,13,FURGON,130,TOYOTA,A44,HIACE L2H2 2.8 TDI 6AT 3A,1,Privado,Jurídica,LA CONSULTA,MENDOZA,No aplica,2019,No aplica,100,50,
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2016-05-26,13005,TUNUYAN,Mendoza,Nacional,2016,20,PICK-UP,19,FORD,YH,RANGER2 DC 4X2 XLS AT 3.2L DSL,1,Privado,Física,TUNUYAN,MENDOZA,Masculino,1965,ARGENTINA,100,50,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2011-01-06,13009,GENERAL SAN MARTIN Nº 2,Mendoza,Protocolo 21,2011,82,PICK-UP CABINA DOBLE,024,CHEVROLET,414,S10 2.8TDI STD 4X4 ELECTRONIC CD,1,Privado,Jurídica,SAN MARTIN,MENDOZA,No aplica,2008,No aplica,100,50,
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-01,2018-08-02,13010,MENDOZA Nº 04,Mendoza,Protocolo 21,2018,17,CHASIS C/CABINA,047,FORD,B04,CARGO 1119-42,1,Privado,Jurídica,KILOMETRO 11,MENDOZA,No aplica,2009,No aplica,100,50,
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2003-09-29,13010,MENDOZA Nº 04,Mendoza,Nacional,2003,18,SEDAN 3 PTAS,34,PEUGEOT,CH,206 XR PREMIUM 1.6 3P,1,Privado,Física,GODOY CRUZ,MENDOZA,Masculino,1991,ARGENTINA,100,50,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2017-01-26,13011,MENDOZA Nº 05,Mendoza,Nacional,2017,94,TRACTOR C/ CABINA DORMITORIO,67,IVECO,CH,450C33T MLL,1,Privado,Jurídica,GODOY CRUZ,MENDOZA,No aplica,2010,No aplica,100,50,
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2004-09-15,13011,MENDOZA Nº 05,Mendoza,Nacional,2004,12,SEDAN 4 PTAS,53,VOLKSWAGEN,JT,POLO CLASSIC 1.9L SD,1,Privado,Física,EL BERMEJO,MENDOZA,Masculino,1947,ARGENTINA,100,50,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2012-02-23,13011,MENDOZA Nº 05,Mendoza,Protocolo 21,2012,05,SEDAN 5 PTAS,044,FIAT,727,UNO SPORTING 1.4 8V,1,Privado,Física,RODEO DE LA CRUZ,MENDOZA,Femenino,1965,ARGENTINA,100,50,200
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-01,2023-12-06,13012,MENDOZA Nº 06,Mendoza,Protocolo 21,2023,17,CHASIS C/CABINA,063,IVECO,560,TECTOR 170E21,1,Privado,Jurídica,PTE SARMIENTO,MENDOZA,No aplica,2020,No aplica,100,50,
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2009-08-28,13012,MENDOZA Nº 06,Mendoza,Nacional,2009,17,SEDAN 5 PTAS,53,VOLKSWAGEN,LY,SURAN 90D,1,Privado,Física,SAN JOSE,MENDOZA,Masculino,1979,ARGENTINA,100,50,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2017-08-15,13012,MENDOZA Nº 06,Mendoza,Protocolo 21,2017,82,PICK-UP CABINA DOBLE,044,FIAT,787,STRADA WORKING 1.4 8V,1,Privado,Física,GODOY CRUZ,MENDOZA,Masculino,1995,ARGENTINA,100,50,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2018-09-13,13012,MENDOZA Nº 06,Mendoza,Protocolo 21,2018,02,SEDAN 4 PUERTAS,130,TOYOTA,872,COROLLA XEI PACK 1.8 6M/T,1,Privado,Física,GODOY CRUZ,MENDOZA,Masculino,1995,ARGENTINA,100,50,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2006-04-28,13013,MENDOZA Nº 07,Mendoza,Nacional,2006,22,FURGON,53,VOLKSWAGEN,KF,CADDY 1.9 SD,1,Privado,Jurídica,PERDRIEL,MENDOZA,No aplica,2010,No aplica,100,50,
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2008-02-27,13013,MENDOZA Nº 07,Mendoza,Nacional,2008,20,PICK-UP,68,TOYOTA,29,HILUX 4X4 CABINA DOBLE SRV 3.0 TDI A/T,1,Privado,Física,CHACRAS DE CORIA,MENDOZA,Femenino,1967,ARGENTINA,100,50,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2011-05-06,13013,MENDOZA Nº 07,Mendoza,Nacional,2011,20,PICK-UP,68,TOYOTA,22,HILUX 4X2 CABINA DOBLE DX 2.5 TD,1,Privado,Física,UGARTECHE,MENDOZA,Masculino,1969,BOLIVIA,100,50,202
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2015-06-01,13014,MENDOZA Nº 08,Mendoza,Nacional,2015,22,FURGON,37,RENAULT,ZL,KANGOO PH3 CONFORT 1.6 1P,1,Privado,Jurídica,LUJAN DE CUYO,MENDOZA,No aplica,2011,No aplica,100,50,
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2015-02-12,13014,MENDOZA Nº 08,Mendoza,Nacional,2015,12,SEDAN 4 PUERTAS,34,PEUGEOT,KZ,408 ALLURE+ TIPTRONIC 2.0N,1,Privado,Jurídica,VISTALBA,MENDOZA,No aplica,2006,No aplica,100,50,
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2016-07-11,13014,MENDOZA Nº 08,Mendoza,Nacional,2016,91,MIDIBUS,29,MERCEDES BENZ,DK,SPRINTER 515 CDI-C 4325 TE,1,Privado,Jurídica,LUJAN DE CUYO,MENDOZA,No aplica,2014,No aplica,100,50,
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,1981-11-17,13014,MENDOZA Nº 08,Mendoza,Nacional,1981,12,SIN ESPECIFICACION,19,FORD,10,FAIRLANE VERSION LTD,1,Privado,Física,CHACRAS DE CORIA LUJAN DE CUYO MENDOZA,MENDOZA,No identificado,1968,No identificado,100,50,
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2008-03-05,13014,MENDOZA Nº 08,Mendoza,Protocolo 21,2008,02,SEDAN 4 PTAS,044,FIAT,646,SIENA ELX 1.4 8V,1,Privado,Física,PERDRIEL LUJAN DE CUYO,MENDOZA,No identificado,1984,ARGENTINA,100,50,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,1998-04-23,13014,MENDOZA Nº 08,Mendoza,Protocolo 21,1998,17,CHASIS C/CABINA,092,MERCEDES BENZ,527,L 1218,1,Privado,Física,PERDRIEL,MENDOZA,Masculino,1984,ARGENTINA,100,50,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2020-12-09,13014,MENDOZA Nº 08,Mendoza,Protocolo 21,2020,02,SEDAN 4 PUERTAS,130,TOYOTA,908,ETIOS X 1.5 6M/T,2,Público,Física,CHACRAS DE CORIA,MENDOZA,Masculino,1969,ARGENTINA,100,50,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2015-10-14,17007,SALTA Nº 3,Salta,Nacional,2015,12,SEDAN 4 PUERTAS,34,PEUGEOT,NA,408 ALLURE PLUS THP,1,Privado,Física,SALTA,SALTA,Masculino,1989,ARGENTINA,100,66,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2017-10-19,13015,MENDOZA Nº 09,Mendoza,Protocolo 21,2017,30,FURGONETA,044,FIAT,810,NUEVO FIORINO 1.4 8V,1,Privado,Jurídica,DORREGO,MENDOZA,No aplica,1997,No aplica,100,50,
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2014-06-02,13015,MENDOZA Nº 09,Mendoza,Nacional,2014,12,SEDAN 4 PUERTAS,34,PEUGEOT,LA,408 FELINE 2.0N,1,Privado,Física,DORREGO,MENDOZA,Masculino,1965,ARGENTINA,100,50,200
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-01,2023-10-26,13015,MENDOZA Nº 09,Mendoza,Nacional,2023,20,PICK-UP,53,VOLKSWAGEN,8W,AMAROK COMFORTLINE 4X4 AUT V6 3.0L 258 CV,1,Privado,Física,COSTA DE ARAUJO,MENDOZA,Masculino,1944,ARGENTINA,100,50,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,1995-06-05,13015,MENDOZA Nº 09,Mendoza,Nacional,1995,11,SEDAN 2 PTAS,17,FIAT,50,SPAZIO TR,1,Privado,Física,LAS HERAS,MENDOZA,Masculino,1976,ARGENTINA,100,50,200
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-01,2021-06-07,13015,MENDOZA Nº 09,Mendoza,Nacional,2021,20,PICK-UP,53,VOLKSWAGEN,7D,AMAROK DC TDI 140 CV M 4X2 EU5,1,Privado,Física,VILLA TULUMAYA,MENDOZA,No identificado,1971,ARGENTINA,100,50,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2011-11-29,13015,MENDOZA Nº 09,Mendoza,Nacional,2011,12,SEDAN 4 PTAS,19,FORD,VZ,FOCUSEXE TREND 1.6L NAFTA,1,Privado,Física,CAPILLA DEL ROSARIO,MENDOZA,Masculino,1981,ARGENTINA,100,50,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,1992-02-17,13015,MENDOZA Nº 09,Mendoza,Nacional,1992,17,SEDAN 5 PTAS,37,RENAULT,20,RENAULT 11 TS,1,Privado,Física,EL CHALLAO,MENDOZA,Masculino,1986,ARGENTINA,100,50,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2021-11-08,13016,MENDOZA Nº 10,Mendoza,Protocolo 21,2021,02,SEDAN 4 PUERTAS,130,TOYOTA,912,ETIOS XLS 1.5 6M/T,1,Privado,Física,DORREGO,MENDOZA,Masculino,1965,ARGENTINA,100,50,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2000-10-27,13016,MENDOZA Nº 10,Mendoza,Nacional,2000,20,PICK-UP,19,FORD,KG,RANGER XL C/C 4X2 D,1,Privado,Física,PERDRIEL,MENDOZA,Masculino,1992,ARGENTINA,100,50,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,1997-03-03,13018,MENDOZA Nº 11,Mendoza,Importado,1996,,CAMION,,HYUNDAI,,H 100,1,Privado,Jurídica,GUAYMALLEN,MENDOZA,No aplica,2002,No aplica,100,50,
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,1997-03-03,13018,MENDOZA Nº 11,Mendoza,Importado,1996,,CAMION,,HYUNDAI,,H 100,1,Privado,Jurídica,GUAYMALLEN,MENDOZA,No aplica,2002,No aplica,100,50,
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2013-12-20,13018,MENDOZA Nº 11,Mendoza,Protocolo 21,2013,04,RURAL 5 PUERTAS,112,RENAULT,974,DUSTER TECH ROAD 1.6 4X2,1,Privado,Física,LUJAN DE CUYO,MENDOZA,Femenino,1949,ARGENTINA,50,50,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2010-01-14,13018,MENDOZA Nº 11,Mendoza,Protocolo 21,2010,13,FURGON,063,IVECO,277,DAILY 55C16 PASO 3950,1,Privado,Física,CIUDAD,MENDOZA,Masculino,1980,ARGENTINA,100,50,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2010-12-15,13019,TUPUNGATO,Mendoza,Nacional,2010,22,FURGON,37,RENAULT,VW,KANGOO CONFORT 1.6 CD AA DA SVT1PL(600KG,1,Privado,Jurídica,SAN JOSE,MENDOZA,No aplica,2005,No aplica,100,50,
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-01,2023-06-06,13019,TUPUNGATO,Mendoza,Importado,2023,82,PICK-UP CABINA DOBLE,047,FORD,D02,RANGER RAPTOR 3.0L V6 BIT GTDI 4X4 10AT,1,Privado,Jurídica,TUPUNGATO,MENDOZA,No aplica,2016,No aplica,100,50,
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2012-01-20,13019,TUPUNGATO,Mendoza,Importado,2012,02,SEDAN 4 PTAS,024,CHEVROLET,564,CRUZE 2.0D LTZ A/T,1,Privado,Física,TUPUNGATO,MENDOZA,Masculino,1982,ARGENTINA,100,50,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2018-03-02,13021,MENDOZA Nº 13,Mendoza,Protocolo 21,2018,05,SEDAN 5 PUERTAS,044,FIAT,866,ARGO DRIVE 1.3,1,Privado,Física,4ª SECCION AREA FUNDACIONAL,MENDOZA,Femenino,1992,ARGENTINA,100,50,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2012-01-31,13021,MENDOZA Nº 13,Mendoza,Nacional,2012,17,SEDAN 5 PTAS,19,FORD,UW,"FOCUS TREND 2,0L NAFTA",1,Privado,Física,SAN FRANCISCO DEL MONTE,MENDOZA,Femenino,1986,ARGENTINA,100,50,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2000-07-07,13021,MENDOZA Nº 13,Mendoza,Importado,2000,04,RURAL 5 PTAS,104,PEUGEOT,401,306 XT 2.0 HDI,1,Privado,Física,SAN FCO DEL MONTE GODOY CRUZ,MENDOZA,No identificado,1986,ARGENTINA,100,50,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2014-10-07,13021,MENDOZA Nº 13,Mendoza,Protocolo 21,2014,02,SEDAN 4 PUERTAS,130,TOYOTA,858,ETIOS XLS 1.5 M/T,1,Privado,Física,DORREGO,MENDOZA,Masculino,1951,ARGENTINA,100,50,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2010-09-23,13022,GENERAL SAN MARTIN Nº 3,Mendoza,Protocolo 21,2010,30,FURGONETA,044,FIAT,591,FIORINO FIRE 1242 MPI 8V,1,Privado,Física,CIUDAD JUNIN,MENDOZA,No identificado,1975,ARGENTINA,100,50,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2016-07-11,13022,GENERAL SAN MARTIN Nº 3,Mendoza,Protocolo 21,2016,30,FURGONETA,044,FIAT,810,NUEVO FIORINO 1.4 8V,1,Privado,Física,JUNIN,MENDOZA,Masculino,1975,ARGENTINA,100,50,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2024-07-31,13027,SAN RAFAEL Nº 4,Mendoza,Protocolo 21,2024,02,SEDAN 4 PUERTAS,130,TOYOTA,A15,YARIS XLS 1.5 6M/T,2,Público,Física,LAS PAREDES,MENDOZA,Masculino,1971,ARGENTINA,100,50,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2014-06-12,13027,SAN RAFAEL Nº 4,Mendoza,Nacional,2014,12,SEDAN 4 PUERTAS,08,CHEVROLET,DX,CLASSIC 4 P LS ABS+AIRBAG 1.4N,2,Público,Física,LAS PAREDES,MENDOZA,Masculino,1971,ARGENTINA,100,50,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2018-08-24,13027,SAN RAFAEL Nº 4,Mendoza,Protocolo 21,2018,02,SEDAN 4 PUERTAS,130,TOYOTA,908,ETIOS X 1.5 6M/T,2,Público,Física,LAS PAREDES,MENDOZA,Masculino,1971,ARGENTINA,100,50,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2023-04-13,13027,SAN RAFAEL Nº 4,Mendoza,Protocolo 21,2023,02,SEDAN 4 PUERTAS,130,TOYOTA,908,ETIOS X 1.5 6M/T,2,Público,Física,NRA SRA DEL PERPETUO SOCORRO LAS PAREDES,MENDOZA,Masculino,1971,ARGENTINA,100,50,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,1994-05-02,13028,MENDOZA Nº 16,Mendoza,Importado,1994,,SEDAN 3 PUERTAS,,FIAT,,UNO SMART,1,Privado,Física,DORREGO,MENDOZA,Masculino,1980,ARGENTINA,100,50,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2009-11-11,13029,MENDOZA Nº 17,Mendoza,Nacional,2009,20,PICK-UP,68,TOYOTA,37,HILUX 4X4 CABINA DOBLE DX PACK 2.5 TD/20,1,Privado,Jurídica,SAN JOSE GLLEN,MENDOZA,No aplica,1975,No aplica,100,50,
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2007-06-08,13029,MENDOZA Nº 17,Mendoza,Nacional,2007,20,PICK-UP,68,TOYOTA,39,HILUX 4X4 CABINA DOBLE SR C/AB 3.0 TDI,1,Privado,Jurídica,SAN JOSE - GUAYMALLEN,MENDOZA,No aplica,1975,No aplica,100,50,
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2018-08-24,13029,MENDOZA Nº 17,Mendoza,Protocolo 21,2018,05,SEDAN 5 PUERTAS,112,RENAULT,A84,KWID LIFE 1.0,1,Privado,Física,SAN JOSE,MENDOZA,Femenino,1978,ARGENTINA,100,50,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2013-02-25,13029,MENDOZA Nº 17,Mendoza,Nacional,2013,20,PICK-UP,68,TOYOTA,38,HILUX 4X2 CABINA DOBLE SR C/AB 3.0 TDI,1,Privado,Física,LUJAN DE CUYO,MENDOZA,Masculino,1975,ARGENTINA,100,50,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2013-02-25,13029,MENDOZA Nº 17,Mendoza,Nacional,2013,20,PICK-UP,68,TOYOTA,38,HILUX 4X2 CABINA DOBLE SR C/AB 3.0 TDI,1,Privado,Física,LUJAN DE CUYO,MENDOZA,Masculino,1975,ARGENTINA,100,50,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2012-06-13,13029,MENDOZA Nº 17,Mendoza,Protocolo 21,2012,05,SEDAN 5 PTAS,024,CHEVROLET,405,MERIVA GL PLUS 1.8 SOHC,1,Privado,Física,PERDRIEL,MENDOZA,Masculino,1954,ARGENTINA,100,50,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2000-08-22,13032,MAIPU Nº 2,Mendoza,Protocolo 21,2000,17,CHASIS C/CABINA,092,MERCEDES BENZ,536,L 1218 R,1,Privado,Jurídica,LUNLUNTA,MENDOZA,No aplica,2011,No aplica,100,50,
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2000-08-22,13032,MAIPU Nº 2,Mendoza,Protocolo 21,2000,17,CHASIS C/CABINA,092,MERCEDES BENZ,536,L 1218 R,1,Privado,Jurídica,LUNLUNTA,MENDOZA,No aplica,2011,No aplica,100,50,
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2006-08-30,13032,MAIPU Nº 2,Mendoza,Protocolo 21,2006,05,SEDAN 5 PTAS,044,FIAT,635,IDEA HLX 1.8MPI 8V,1,Privado,Física,MAIPÚ,MENDOZA,Femenino,1978,ARGENTINA,100,50,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2016-12-07,13032,MAIPU Nº 2,Mendoza,Protocolo 21,2016,82,PICK-UP CABINA DOBLE,024,CHEVROLET,682,S10 CD 2.8 TD 4X4 HC AT,1,Privado,Física,MAIPÚ,MENDOZA,Masculino,1952,ARGENTINA,100,50,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,1995-02-08,13034,GODOY CRUZ,Mendoza,Protocolo 21,1994,,SEDAN 4 PTAS,055,HONDA,,CIVIC 1.5 DX MT,1,Privado,Física,GODOY CRUZ,MENDOZA,Masculino,1974,ARGENTINA,100,50,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2004-11-15,13034,GODOY CRUZ,Mendoza,Nacional,2004,12,SEDAN 4 PTAS,08,CHEVROLET,AA,CORSA II 4 PUERTAS GLS GAS 1.8,1,Privado,Física,LAS TORTUGAS,MENDOZA,No identificado,1959,ARGENTINA,100,50,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2017-01-12,13034,GODOY CRUZ,Mendoza,Protocolo 21,2017,05,SEDAN 5 PUERTAS,104,PEUGEOT,780,208 ACTIVE 1.5,1,Privado,Física,GOBERNADOR BENEGAS,MENDOZA,No identificado,1978,ARGENTINA,100,50,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2013-06-05,13034,GODOY CRUZ,Mendoza,Importado,2013,10,TODO TERRENO,151,JEEP,086,WRANGLER UNLIMITED RUBICON 3.6 A,1,Privado,Física,GODOY CRUZ,MENDOZA,Femenino,1942,ARGENTINA,100,50,200
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-01,2024-04-05,13035,MENDOZA Nº 19,Mendoza,Protocolo 21,2024,02,SEDAN 4 PUERTAS,136,VOLKSWAGEN,780,NUEVO VIRTUS MSI MT,1,Privado,Jurídica,.,MENDOZA,No aplica,2021,No aplica,100,50,
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2012-08-15,13035,MENDOZA Nº 19,Mendoza,Nacional,2012,12,SEDAN 4 PUERTAS,17,FIAT,AU,SIENA EL 1.4 BENZINA,1,Privado,Física,LAS HERAS,MENDOZA,Masculino,1977,ARGENTINA,100,50,200
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-01,2000-06-26,14003,OBERA Nº 1,Misiones,Nacional,2000,20,PICK-UP,68,TOYOTA,01,HILUX 4X2 C/SIMPLE STD,1,Privado,Jurídica,OBERA,MISIONES,No aplica,2007,No aplica,100,54,
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-01,2000-09-18,14003,OBERA Nº 1,Misiones,Protocolo 21,2000,17,CHASIS C/CABINA,047,FORD,086,F-4000 D,1,Privado,Jurídica,OBERA,MISIONES,No aplica,2007,No aplica,100,54,
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-01,2014-09-29,2009,CAPITAL FEDERAL Nº 009,Ciudad Autónoma de Buenos Aires,Importado,2014,04,RURAL 5 PUERTAS,055,HONDA,507,CRV LX,1,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1993,No aplica,100,02,
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2018-08-07,2038,CAPITAL FEDERAL Nº 038,Ciudad Autónoma de Buenos Aires,Nacional,2018,22,FURGON,29,MERCEDES BENZ,FH,VITO 111 CDI FURGON MIXTO 4 + 1,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1957,ARGENTINA,100,02,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2017-08-29,2039,CAPITAL FEDERAL Nº 039,Ciudad Autónoma de Buenos Aires,Nacional,2017,12,SEDAN 4 PUERTAS,37,RENAULT,1C,FLUENCE PH2 1.6 DYNAMIQUE PACK,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1977,ARGENTINA,100,02,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2018-02-22,2065,CAPITAL FEDERAL Nº 065,Ciudad Autónoma de Buenos Aires,Protocolo 21,2018,05,SEDAN 5 PUERTAS,136,VOLKSWAGEN,636,FOX 1.6 CONNECT MANUAL 101 CV,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1990,BOLIVIA,100,02,202
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2017-05-03,2070,CAPITAL FEDERAL Nº 070,Ciudad Autónoma de Buenos Aires,Protocolo 21,2017,70,AMBULANCIA,112,RENAULT,949,NUEVO MASTER L1H1 AA,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1977,BOLIVIA,50,02,202
